Step,Value
0.0,0.7341772151898734
80.0,0.7358490566037735
160.0,0.7531380753138075
240.0,0.774294670846395
320.0,0.7944862155388471
400.0,0.8183716075156576
480.0,0.8300536672629696
560.0,0.8341158059467919
640.0,0.8497913769123783
720.0,0.8585732165206508
800.0,0.8680318543799772
880.0,0.8779979144942649
960.0,0.8835418671799807
1040.0,0.8865058087578195
1120.0,0.8924103419516264
1200.0,0.8967943706020328
1280.0,0.8999264164827079
1360.0,0.9047949965253649
1440.0,0.9084924292297564
1520.0,0.9124452782989368
1600.0,0.9160214413341274
1680.0,0.9198408186469585
1760.0,0.9222403480152257
1840.0,0.9233976029181865
1920.0,0.9259629814907454
2000.0,0.9283309283309283
2080.0,0.9291338582677166
2160.0,0.9307726663689146
2240.0,0.9314359637774903
2320.0,0.932888703626511
2400.0,0.9350544574425171
2480.0,0.936694021101993
2560.0,0.9386131110269041
2640.0,0.9404192717910996
2720.0,0.94140764558771
2800.0,0.9426884334838486
2880.0,0.94322406218317
2960.0,0.9430733794011188
3040.0,0.9445335043283104
3120.0,0.9456080025007815
3200.0,0.9466300701433363
3280.0,0.9476034534087526
3360.0,0.948531549869148
3440.0,0.9494174481386758
3520.0,0.9502639622117255
3600.0,0.950530035335689
3680.0,0.9515828677839852
3760.0,0.9525918207866632
3840.0,0.952283745853534
3920.0,0.9529882470617654
4000.0,0.9539102721255209
4080.0,0.9545563837460929
4160.0,0.9549422033498467
4240.0,0.9555452651076638
4320.0,0.9558990679699931
4400.0,0.9560169680732307
4480.0,0.9567887694669883
4560.0,0.9571028238844579
4640.0,0.9576181394363212
4720.0,0.9581162742237966
4800.0,0.9588030334084854
4880.0,0.9592659810445654
4960.0,0.9599126810875174
5040.0,0.9603438171517874
5120.0,0.9603769955760724
5200.0,0.9600303087706005
5280.0,0.9606269826460161
5360.0,0.960838389409818
5440.0,0.961406051820982
5520.0,0.9610644757992499
5600.0,0.961084698010213
5680.0,0.9616252821670429
5760.0,0.961979791060113
5840.0,0.9621557695556682
5920.0,0.9626604434072346
6000.0,0.9631518341832538
6080.0,0.9631433674297776
6160.0,0.9636159640968104
6240.0,0.9639183415097325
6320.0,0.9642131583059853
6400.0,0.9640376601327365
6480.0,0.9644762921177009
6560.0,0.9646031028769393
6640.0,0.9645780622116387
6720.0,0.9647006912781292
6800.0,0.9651112080244222
6880.0,0.9652248886334244
6960.0,0.9654780508594971
7040.0,0.965865992414665
7120.0,0.9659674954854841
7200.0,0.9662041489215552
7280.0,0.9664356570186167
7360.0,0.966527759107407
7440.0,0.9666179013166645
7520.0,0.9668377418081326
7600.0,0.96718322698268
7680.0,0.9675215878334837
7760.0,0.967470340604669
7840.0,0.9675464073746686
7920.0,0.9676209526190774
